type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,sanitized_property_summary
mobile,,399000.0,1948.0,1.0,2.0,2.0,2.0,2.0,2.0,1981.0,"Set on an expansive 9,583 sq ft corner lot, this beautifully updated 2 bedroom offers an ideal blend of comfort, elegance, and resort-style living. The inviting open-concept layout connects the kitchen room, and front living area, all enhanced by abundant natural light."
single_family,,2795000.0,2744.0,2.0,4.0,3.0,2.0,2.0,,1952.0,"214 Poplar is a rare chance to create your in a highly sought after setting. Built in the early 1950's, this two story contemporary residence encompasses approximately 2,750 +- sq feet. Large windows invite natural light throughout, enhancing the home's bright and airy feel."
single_family,,439900.0,1748.0,2.0,3.0,3.0,3.0,3.0,2.0,1986.0,"West on a Quiet,! This Inviting Residence Features 3 Bedrooms & 3 Bathrooms, Including a Spacious Primary Master. Conveniently Located Near Schools, Shopping, Dining, & Commuter Access, this Home Blends Comfort, & an Excellent West Lancaster Location."
single_family,,379000.0,1550.0,1.0,3.0,2.0,2.0,2.0,2.0,1998.0,"This well-maintained 3 bedroom, offers approximately 1,550 sq. ft. of comfortable living space in a convenient location near shopping, schools, and main commuter routes. The primary suite features vaulted ceilings, a walk-in closet with built-ins, and an ensuite bathroom."
single_family,,1575000.0,2471.0,2.0,4.0,3.0,3.0,3.0,2.0,1978.0,Quarter-acre property in the peaceful and scenic community. Spacious home blends comfortable living with incredible canyon views. The expansive backyard feels like a private oasis.
single_family,,899900.0,2069.0,1.0,5.0,3.0,3.0,3.0,,1965.0,"Single-story home offers 5 bedrooms (including 2 primary suites), 3 updated bathrooms, and approximately 2,069 sq. ft. The added second primary suite creates an excellent opportunity for multi-generational living, a private home office, or potential rental income."
single_family,,1595000.0,1254.0,,2.0,1.0,1.0,1.0,1.0,1941.0,"Single family residence seamlessly blends style, comfort, and function. West-facing views stretching., the outlook alone sets this home apart. Lower level offers a dedicated office and a generous bonus bedroom ideal for guests."
single_family,,225000.0,1200.0,2.0,2.0,1.0,1.0,1.0,,,"Nestled within the breathtaking wilderness of and located in the desirable, gated community. This extraordinary log home offers the ultimate blend of rustic charm and modern self-sufficiency. Designed for true independence, the property features a full solar system and a powerful 14KW Generac generator, and propane."
single_family,,549000.0,2060.0,,3.0,2.0,1.0,2.0,,1979.0,"3-bedroom, 2-bath home offers over 2,060 square feet of updated living space. Turnkey, tasteful, and move-in ready this is a standout opportunity in one of a most established areas."
single_family,,2200000.0,2688.0,2.0,5.0,3.0,2.0,2.0,2.0,1971.0,"Beautiful home features appx 2, 688 sq ft w/ 5 bdrms and 2.5 bths. Light-filled interior boasts engineered hardwood floors, newer paint, & an updated kitchen w/ walk-in pantry & sunny eat-in dining."
single_family,,3699000.0,4144.0,2.0,5.0,5.0,4.0,4.0,3.0,2020.0,"One of just 13 custom homes built in 2019. Five bedrooms, four and a half baths, a three car garage with charger, owned solar, and thoughtfully designed indoor and outdoor living."
condos,condo,1475000.0,2058.0,1.0,2.0,2.0,2.0,2.0,1.0,1998.0,"Deled kitchen features a rare center island that enhances both flow and functionality. A spacious bonus room offers the perfect flex space for a home office, den, or creative retreat."
condos,condo,1295000.0,1455.0,2.0,3.0,1.0,1.0,1.0,1.0,1890.0,Reet is a grand top-floor condominium in the heart of the vibrant. It's where classic architecture meets modern Mission living. The sunlit living room features bay windows and a dramatic decorative fireplace.
single_family,,725000.0,1598.0,2.0,3.0,2.0,2.0,2.0,,1951.0,"This mid century sanctuary boasts 3 beds, 2 baths, with an updated kitchen/dining room, a large living room with a wood burning fireplace. The rear yard is ready for your vision with native oaks, tropical plants, garden beds which are ideal for relaxing, entertaining, & gardening."
condos,condo,1689000.0,1871.0,,4.0,3.0,3.0,3.0,,1993.0,"Perched on the top floor, this exceptional 4-bedroom, 3-bathroom condominium offers approximately 2, 168 (per appraisal 1/4/21) sq ft living space. A beautifully renovated chef's kitchen flows seamlessly into the formal dining room and expansive living area."
condos,condo,1398000.0,1725.0,2.0,2.0,3.0,2.0,2.0,2.0,2009.0,"20-foot soaring ceilings and panoramic views spanning from the. Floor-to-ceiling windows frame the excitement watching the lively at work and The Bay at play. The plan is expansive with incredible volume, clean lines, and modern design."
multi_family,,489000.0,1786.0,,4.0,7.0,7.0,7.0,,1925.0,"This property offers strong potential investors looking to add value and generate income. The lot size Sq.Ft. is 6,250."
single_family,,515000.0,2985.0,2.0,5.0,4.0,3.0,3.0,,2023.0,"Stunning newer build features 5 bedrooms, 3 full bathrooms, and dual primary suites. Owned solar provides energy efficiency and savings. Conveniently located in the heart close to schools, shopping, dining, and commuter routes."
single_family,,1399000.0,1857.0,2.0,5.0,2.0,2.0,2.0,1.0,1951.0,"5 bedrooms and 2 updated full bathrooms across approximately 1,857 sq ft. Filled with abundant natural light, the generous floor plan provides multiple options for multigenerational living. Located major commuter routes, and renowned biotech hub."
multi_family,,948888.0,1265.0,1.0,4.0,2.0,2.0,2.0,2.0,1949.0,"The property consists of two units, each offering 2 bedrooms and 1 bathroom (633 sqft each), for a total of 4 bedrooms and 2 bathrooms. The combined living area is approximately 1,265 sq ft, situated on a 4,238 sq ft lot."
townhomes,townhouse,1225000.0,1622.0,2.0,2.0,3.0,2.0,2.0,2.0,1981.0,1622 square home located in the coveted community. Step into the front door of this stylishly well maintained home and discover your new lifestyle. Large picture windows and commanding high ceilings stream beautiful warm natural lighting into the spacious living space.
single_family,,8888000.0,4840.0,1.0,5.0,6.0,5.0,5.0,2.0,2026.0,"2026 Saratoga is a contemporary-modern masterpiece nestled on a tranquil, no-through private road. The layout features 5 ensuite bedrooms, w/floor-to-ceiling porcelain slabs, including a tranquil primary wing & an attached ADU integrated into the layout. The 850+ SF California Room merges to the interior via glass bifold doors for lavish indoor-outdoor living."
single_family,,988000.0,1060.0,1.0,2.0,1.0,1.0,1.0,1.0,1954.0,"466 Oak blends tranquility with unbeatable convenience. Two blocks from and the newly constructed; just minutes from downtown, with easy access to Highways 280, 101; and and hubs."
single_family,,998000.0,1450.0,2.0,3.0,3.0,3.0,3.0,1.0,1954.0,"Luxury vinyl plank flooring with a hardwood look runs throughout, complemented by light paint tones, recessed lighting, and abundant natural light. The expanded living room feels open and spacious, offering room for both comfortable seating and a formal dining table. The remodeled kitchen features new appliances, custom cabinetry, quartz countertops, and stylish floating shelves."
condos,condo,669000.0,560.0,1.0,1.0,1.0,1.0,1.0,1.0,2001.0,"1-bedroom, 1-bath condominium at delivers the ultimate ski- ski-out experience. Updated in December 2025, the condo features brand-new appliances, updated furnishings, new carpet, fresh interior paint, modern lighting. Nightly rentals allowed."
condos,condo,839000.0,1903.0,1.0,3.0,2.0,2.0,2.0,2.0,1992.0,"The former model home offers panoramic views of a private lake and the 14th fairway. The spacious interior includes three well-appointed bedrooms, with the flexibility to use one as a den or office. The property also includes a golf cart for added convenience."
single_family,,1249000.0,3354.0,2.0,4.0,3.0,3.0,3.0,2.0,1925.0,"One-bedroom, one-bath carriage house above the two-car garage. Set in an urban gardener's paradise, the grounds offer multiple outdoor moments to relax, gather, and enjoy the compound lifestyle."
single_family,,689000.0,1768.0,1.0,2.0,2.0,2.0,2.0,2.0,2025.0,"Regency at Tracy Lakes 55+ active adult gated community, where luxury living takes center stage. With a clubhouse, pools, cabanas, yoga studio, fitness center, bocce ball, and pickleball courts, every day is an opportunity for relaxation and recreation."
condos,condo,1599000.0,2324.0,,3.0,4.0,3.0,3.0,,1981.0,"3 bedroom, 3 and a half bath townhome offers spacious rooms, inviting spaces, and indoor living that is equally matched to the outdoors. Enjoy the warm summer breeze from either the deck or the enclosed patio or go for a round of golf."
single_family,,1399000.0,2452.0,2.0,4.0,3.0,2.0,2.0,2.0,1981.0,"4 bedroom, 2.5 bath home in great commute location. vaulted ceilings, stone fireplace, and deck with beautiful creekside views. Oversized primary suite serves as a true retreat, complete with private deck."
single_family,,2100000.0,2033.0,1.0,4.0,3.0,2.0,2.0,3.0,1989.0,"Light-filled interior with high ceilings, neutral paint, ceramic tile flooring, and an open layout designed for comfortable coastal living. Spacious living and family rooms each offer a fireplace and sliding doors leading to the expansive backyard. The landscaped yard offers drought-tolerant design and unobstructed lagoon and ocean views."
townhomes,townhouse,1150000.0,2552.0,3.0,4.0,3.0,3.0,3.0,2.0,2015.0,"Soaring ceilings and rich hardwood floors set the tone, while expansive windows frame sweeping views and fill the home with natural light. The beautifully appointed backyard offers a private retreat, perfectly suited for gatherings or quiet moments alike."
single_family,,390000.0,1631.0,,3.0,1.0,1.0,1.0,,1941.0,"Classic Cape Cod-inspired architecture meets timeless character in this beautifully maintained 3 bedroom home. Enjoy the long-term benefit of paid-off solar, providing energy efficiency and added value without additional monthly costs. The detached garage includes an upstairs bonus room with excellent potential for a future ADU, private office, or creative studio."
condos,condo,429500.0,678.0,1.0,1.0,1.0,1.0,1.0,,1970.0,"1-bedroom, 1-bathroom condominium offers 678 square feet of comfortable living space nestled in the vibrant city of near and. Thoughtfully designed living space, ideal for first time buyer or those looking to downsize. Location is ideal, one block off from and sits between 280 and 280."
condos,condo,2195000.0,2138.0,1.0,3.0,3.0,3.0,3.0,,1900.0,"Soaring 14-foot ceilings with recessed lighting, integrated speakers, and sprinklers crown the expansive open living and dining areas. Decorative bay windows and wide-plank white oak floors add architectural elegance. The chef's kitchen features a six-burner Viking gas range, refrigerator, dishwasher, microwave, oversized island with prep sink."
single_family,,410000.0,2030.0,1.0,3.0,2.0,2.0,2.0,,1965.0,"Two enormous living areas, perfect for entertaining or living. The separate den adds ideal flexibility for a home office or creative space. Outside, a huge patio invites barbecues, outdoor dining, and weekend relaxation."
single_family,,825000.0,1300.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0,"Appointed home on a terraced half-acre lot, offering plenty of space for animals or gardening. Both bathrooms have been recently remodeled for a fresh, modern feel. Entertaining comes easily with a spacious backyard and low-maintenance front landscaping framed by a new circular driveway."
single_family,,509000.0,2030.0,,3.0,3.0,2.0,3.0,,1997.0,"3 bedroom, 2.5 bath home located in desirable zip code. Features rich wood flooring, high ceilings, and an open flowing floor plan. Located in a cul-de-sac near parks, shopping, dining, and schools."
single_family,,5488000.0,3727.0,2.0,5.0,5.0,4.0,4.0,2.0,2017.0,"Built in 2017, this newer Craftsman-style home is located in prestigious. Covered front porch & double-door entry lead to a grand foyer w/ spiral baluster stairway under a stunning 2-story ceiling."
